label	sequence	code	agreement	type	reference	HYDDB
PLTW01_ENA_PLTW01000191_PLTW01000191.1_4	PLTW01_ENA|PLTW01000191|PLTW01000191.1_4	7	1	fefe_C3	no	fefe_C3
PLTO01_ENA_PLTO01000652_PLTO01000652.1_2	PLTO01_ENA|PLTO01000652|PLTO01000652.1_2	7	1	fefe_C3	no	fefe_C3
PLSJ01_ENA_PLSJ01000389_PLSJ01000389.1_2	PLSJ01_ENA|PLSJ01000389|PLSJ01000389.1_2	7	1	fefe_C3	no	fefe_C3
PLNZ01_ENA_PLNZ01000217_PLNZ01000217.1_3	PLNZ01_ENA|PLNZ01000217|PLNZ01000217.1_3	7	1	fefe_C3	no	fefe_C3
PLNW01_ENA_PLNW01000160_PLNW01000160.1_30	PLNW01_ENA|PLNW01000160|PLNW01000160.1_30	7	1	fefe_C3	no	fefe_C3
PLNT01_ENA_PLNT01000038_PLNT01000038.1_23	PLNT01_ENA|PLNT01000038|PLNT01000038.1_23	7	1	fefe_C3	no	fefe_C3
PLNT01_ENA_PLNT01000038_PLNT01000038.1_18	PLNT01_ENA|PLNT01000038|PLNT01000038.1_18	7	1	fefe_C3	no	fefe_C3
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.36_72.59_0.89_NODE_20171_length_4182_cov_5.741216_2	Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.36_72.59_0.89_NODE_20171_length_4182_cov_5.741216_2	7	1	fefe_C3	no	fefe_C3
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.36_72.59_0.89_NODE_16507_length_4756_cov_2.620719_5	Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.36_72.59_0.89_NODE_16507_length_4756_cov_2.620719_5	7	1	fefe_C3	no	fefe_C3
Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.67_78.91_1.19_NODE_1616_length_18751_cov_7.112965_5	Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.67_78.91_1.19_NODE_1616_length_18751_cov_7.112965_5	7	1	fefe_C3	no	fefe_C3
Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.62_76.88_1.72_NODE_6930_length_8165_cov_4.880025_4	Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.62_76.88_1.72_NODE_6930_length_8165_cov_4.880025_4	7	1	fefe_C3	no	fefe_C3
Fen.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.1_79.41_0.30_NODE_15456_length_2921_cov_5.986043_1	Fen.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.1_79.41_0.30_NODE_15456_length_2921_cov_5.986043_1	7	1	fefe_C3	no	fefe_C3
Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.10_87.59_0.24_NODE_3839_length_8582_cov_6.269028_7	Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.10_87.59_0.24_NODE_3839_length_8582_cov_6.269028_7	7	1	fefe_C3	no	fefe_C3
Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.10_87.59_0.24_NODE_1117_length_18268_cov_6.370175_5	Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.10_87.59_0.24_NODE_1117_length_18268_cov_6.370175_5	7	1	fefe_C3	no	fefe_C3
Fen.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.2_88.97_0.00_k141_24411_2	Fen.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.2_88.97_0.00_k141_24411_2	7	1	fefe_C3	no	fefe_C3
Fen.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.15_70.76_3.55_k141_253822_3	Fen.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.15_70.76_3.55_k141_253822_3	7	1	fefe_C3	no	fefe_C3
Fen.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.41_79.82_8.05_k141_895614_5	Fen.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.41_79.82_8.05_k141_895614_5	7	1	fefe_C3	no	fefe_C3
Fen.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.41_79.82_8.05_k141_650877_3	Fen.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.41_79.82_8.05_k141_650877_3	7	1	fefe_C3	no	fefe_C3
Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.29_98.61_0.00_scaffold_133_c1_41	Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.29_98.61_0.00_scaffold_133_c1_41	7	1	fefe_C3	no	fefe_C3
Fen.Unlabelled.R1.T1.F1.JGI.BFC.metaspades_bin.15_79.61_4.68_scaffold_1041_c1_6	Fen.Unlabelled.R1.T1.F1.JGI.BFC.metaspades_bin.15_79.61_4.68_scaffold_1041_c1_6	7	1	fefe_C3	no	fefe_C3
Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.51_87.95_0.05_NODE_1579_length_12695_cov_5.453877_8	Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.51_87.95_0.05_NODE_1579_length_12695_cov_5.453877_8	7	1	fefe_C3	no	fefe_C3
Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.76_76.59_6.35_k141_1806542_1	Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.76_76.59_6.35_k141_1806542_1	7	1	fefe_C3	no	fefe_C3
Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.67_82.16_6.03_k141_3375598_2	Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.67_82.16_6.03_k141_3375598_2	7	1	fefe_C3	no	fefe_C3
Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.67_82.16_6.03_k141_3360399_3	Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.67_82.16_6.03_k141_3360399_3	7	1	fefe_C3	no	fefe_C3
Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.61_79.72_3.54_k141_3795890_5	Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.61_79.72_3.54_k141_3795890_5	7	1	fefe_C3	no	fefe_C3
Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.52_84.89_1.03_k141_2748369_3	Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.52_84.89_1.03_k141_2748369_3	7	1	fefe_C3	no	fefe_C3
Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.100_86.89_0.00_k141_746070_17	Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.100_86.89_0.00_k141_746070_17	7	1	fefe_C3	no	fefe_C3
Fen.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.6_87.76_3.48_scaffold_1815_c1_2	Fen.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.6_87.76_3.48_scaffold_1815_c1_2	7	1	fefe_C3	no	fefe_C3
Fen.Labelled.R1.T2.F3.trimmomatic.megahit_bin.4_83.95_1.23_k141_164965_14	Fen.Labelled.R1.T2.F3.trimmomatic.megahit_bin.4_83.95_1.23_k141_164965_14	7	1	fefe_C3	no	fefe_C3
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.148_70.25_9.70_NODE_401_length_58862_cov_11.557145_25	Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.148_70.25_9.70_NODE_401_length_58862_cov_11.557145_25	7	1	fefe_C3	no	fefe_C3
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.122_96.77_0.86_scaffold_24_c1_103	Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.122_96.77_0.86_scaffold_24_c1_103	7	1	fefe_C3	no	fefe_C3
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.36_75.58_8.10_NODE_585_length_39372_cov_7.833380_3	Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.36_75.58_8.10_NODE_585_length_39372_cov_7.833380_3	7	1	fefe_C3	no	fefe_C3
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.36_75.58_8.10_NODE_21328_length_5093_cov_7.423978_4	Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.36_75.58_8.10_NODE_21328_length_5093_cov_7.423978_4	7	1	fefe_C3	no	fefe_C3
Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.173_71.36_8.00_NODE_41165_length_3985_cov_3.973537_2	Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.173_71.36_8.00_NODE_41165_length_3985_cov_3.973537_2	7	1	fefe_C3	no	fefe_C3
Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86_scaffold_1712_c1_13	Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86_scaffold_1712_c1_13	7	1	fefe_C3	no	fefe_C3
Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.55_93.55_2.59_scaffold_218_c1_17	Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.55_93.55_2.59_scaffold_218_c1_17	7	1	fefe_C3	no	fefe_C3
Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.14_99.14_0.86_scaffold_172_c1_10	Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.14_99.14_0.86_scaffold_172_c1_10	7	1	fefe_C3	no	fefe_C3
Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.55_91.59_1.72_scaffold_421_c1_3	Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.55_91.59_1.72_scaffold_421_c1_3	7	1	fefe_C3	no	fefe_C3
Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_87.66_1.12_scaffold_788_c1_15	Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_87.66_1.12_scaffold_788_c1_15	7	1	fefe_C3	no	fefe_C3
Bog.Unlabelled.R1.T3.F3.trimmomatic.megahit_bin.57_71.58_1.72_k141_1129067_1	Bog.Unlabelled.R1.T3.F3.trimmomatic.megahit_bin.57_71.58_1.72_k141_1129067_1	7	1	fefe_C3	no	fefe_C3
Bog.None.R3.T0.trimmomatic.megahit_bin.55_94.74_3.88_k141_3367276_12	Bog.None.R3.T0.trimmomatic.megahit_bin.55_94.74_3.88_k141_3367276_12	7	1	fefe_C3	no	fefe_C3
Bog.None.R3.T0.trimmomatic.megahit_bin.55_94.74_3.88_k141_2985710_7	Bog.None.R3.T0.trimmomatic.megahit_bin.55_94.74_3.88_k141_2985710_7	7	1	fefe_C3	no	fefe_C3
Bog.None.R3.T0.trimmomatic.megahit_bin.342_91.38_4.21_k141_3766989_7	Bog.None.R3.T0.trimmomatic.megahit_bin.342_91.38_4.21_k141_3766989_7	7	1	fefe_C3	no	fefe_C3
Bog.None.R3.T0.JGI.BFC.metaspades_bin.277_97.34_4.31_scaffold_2084_c1_29	Bog.None.R3.T0.JGI.BFC.metaspades_bin.277_97.34_4.31_scaffold_2084_c1_29	7	1	fefe_C3	no	fefe_C3
Bog.None.R3.T0.JGI.BFC.metaspades_bin.199_96.50_2.76_scaffold_12168_c1_5	Bog.None.R3.T0.JGI.BFC.metaspades_bin.199_96.50_2.76_scaffold_12168_c1_5	7	1	fefe_C3	no	fefe_C3
Bog.None.R3.T0.JGI.BFC.metaspades_bin.143_78.72_9.48_scaffold_12565_c1_15	Bog.None.R3.T0.JGI.BFC.metaspades_bin.143_78.72_9.48_scaffold_12565_c1_15	7	1	fefe_C3	no	fefe_C3
Bog.None.R1.T0.trimmomatic.megahit_bin.1_70.85_3.45_k141_1489366_2	Bog.None.R1.T0.trimmomatic.megahit_bin.1_70.85_3.45_k141_1489366_2	7	1	fefe_C3	no	fefe_C3
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.66_91.59_1.20_scaffold_629_c1_4	Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.66_91.59_1.20_scaffold_629_c1_4	7	1	fefe_C3	no	fefe_C3
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75_NODE_721_length_52547_cov_8.712851_26	Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75_NODE_721_length_52547_cov_8.712851_26	7	1	fefe_C3	no	fefe_C3
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75_NODE_4813_length_18024_cov_7.286271_5	Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75_NODE_4813_length_18024_cov_7.286271_5	7	1	fefe_C3	no	fefe_C3
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75_NODE_4160_length_19659_cov_8.841818_16	Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75_NODE_4160_length_19659_cov_8.841818_16	7	1	fefe_C3	no	fefe_C3
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.42_92.00_1.72_NODE_102_length_110393_cov_12.212937_46	Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.42_92.00_1.72_NODE_102_length_110393_cov_12.212937_46	7	1	fefe_C3	no	fefe_C3
Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.151_96.12_0.92_scaffold_119_c1_71	Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.151_96.12_0.92_scaffold_119_c1_71	7	1	fefe_C3	no	fefe_C3
Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.128_96.67_1.72_scaffold_82_c1_26	Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.128_96.67_1.72_scaffold_82_c1_26	7	1	fefe_C3	no	fefe_C3
Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.122_90.43_7.26_scaffold_39193_c1_4	Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.122_90.43_7.26_scaffold_39193_c1_4	7	1	fefe_C3	no	fefe_C3
Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.116_96.93_0.86_scaffold_57_c1_42	Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.116_96.93_0.86_scaffold_57_c1_42	7	1	fefe_C3	no	fefe_C3
3300039216_12_Ga0310687_0000841_15	3300039216_12_Ga0310687_0000841_15	7	1	fefe_C3	no	fefe_C3
3300038473_6_Ga0436660_0002412_1	3300038473_6_Ga0436660_0002412_1	7	1	fefe_C3	no	fefe_C3
3300038461_5_Ga0436662_0002947_3	3300038461_5_Ga0436662_0002947_3	7	1	fefe_C3	no	fefe_C3
3300038457_9_Ga0436655_003117_9	3300038457_9_Ga0436655_003117_9	7	1	fefe_C3	no	fefe_C3
3300038457_9_Ga0436655_002736_14	3300038457_9_Ga0436655_002736_14	7	1	fefe_C3	no	fefe_C3
3300037562_7_Ga0310760_003751_11	3300037562_7_Ga0310760_003751_11	7	1	fefe_C3	no	fefe_C3
3300037549_15_Ga0310740_0011759_4	3300037549_15_Ga0310740_0011759_4	7	1	fefe_C3	no	fefe_C3
3300037198_12_Ga0395635_0002223_8	3300037198_12_Ga0395635_0002223_8	7	1	fefe_C3	no	fefe_C3
3300037132_8_Ga0395987_000620_4	3300037132_8_Ga0395987_000620_4	7	1	fefe_C3	no	fefe_C3
3300037104_11_Ga0395706_000027_31	3300037104_11_Ga0395706_000027_31	7	1	fefe_C3	no	fefe_C3
3300037104_11_Ga0395706_000004_73	3300037104_11_Ga0395706_000004_73	7	1	fefe_C3	no	fefe_C3
3300037091_10_Ga0334825_000537_5	3300037091_10_Ga0334825_000537_5	7	1	fefe_C3	no	fefe_C3
3300037076_11_Ga0395910_000002_97	3300037076_11_Ga0395910_000002_97	7	1	fefe_C3	no	fefe_C3
3300036886_10_Ga0334826_000005_160	3300036886_10_Ga0334826_000005_160	7	1	fefe_C3	no	fefe_C3
3300036884_7_Ga0334813_000075_27	3300036884_7_Ga0334813_000075_27	7	1	fefe_C3	no	fefe_C3
3300028857_5_Ga0302289_1000088_32	3300028857_5_Ga0302289_1000088_32	7	1	fefe_C3	no	fefe_C3
3300023254_4_Ga0224524_1000109_24	3300023254_4_Ga0224524_1000109_24	7	1	fefe_C3	no	fefe_C3
3300023254_4_Ga0224524_1000109_20	3300023254_4_Ga0224524_1000109_20	7	1	fefe_C3	no	fefe_C3
3300023248_5_Ga0224525_1000658_9	3300023248_5_Ga0224525_1000658_9	7	1	fefe_C3	no	fefe_C3
3300023232_1_Ga0224516_1002283_1	3300023232_1_Ga0224516_1002283_1	7	1	fefe_C3	no	fefe_C3
3300023232_1_Ga0224516_1000801_4	3300023232_1_Ga0224516_1000801_4	7	1	fefe_C3	no	fefe_C3
20170700_S35_2_c_000000000431_1	20170700_S35_2_c_000000000431_1	7	1	fefe_C3	no	fefe_C3
20170700_S35_2_c_000000000255_25	20170700_S35_2_c_000000000255_25	7	1	fefe_C3	no	fefe_C3
20170700_S35_19_c_000000001371_9	20170700_S35_19_c_000000001371_9	7	1	fefe_C3	no	fefe_C3
20170700_S35_19_c_000000001371_13	20170700_S35_19_c_000000001371_13	7	1	fefe_C3	no	fefe_C3
20170700_S35_10_c_000000008494_3	20170700_S35_10_c_000000008494_3	7	1	fefe_C3	no	fefe_C3
20170700_S34_10_c_000000008989_6	20170700_S34_10_c_000000008989_6	7	1	fefe_C3	no	fefe_C3
20170700_S33_33_c_000000004139_6	20170700_S33_33_c_000000004139_6	7	1	fefe_C3	no	fefe_C3
20170700_S33_33_c_000000004131_12	20170700_S33_33_c_000000004131_12	7	1	fefe_C3	no	fefe_C3
20170700_S33_23_c_000000003393_17	20170700_S33_23_c_000000003393_17	7	1	fefe_C3	no	fefe_C3
20170700_S25_23_c_000000011222_3	20170700_S25_23_c_000000011222_3	7	1	fefe_C3	no	fefe_C3
20170700_S25_13_c_000000008165_5	20170700_S25_13_c_000000008165_5	7	1	fefe_C3	no	fefe_C3
20170700_S24_9_c_000000001541_4	20170700_S24_9_c_000000001541_4	7	1	fefe_C3	no	fefe_C3
20170700_S24_5_c_000000000924_1	20170700_S24_5_c_000000000924_1	7	1	fefe_C3	no	fefe_C3
20170700_S24_14_c_000000003635_39	20170700_S24_14_c_000000003635_39	7	1	fefe_C3	no	fefe_C3
20170700_E33_1_c_000000000451_3	20170700_E33_1_c_000000000451_3	7	1	fefe_C3	no	fefe_C3
20170700_E33_1_c_000000000328_1	20170700_E33_1_c_000000000328_1	7	1	fefe_C3	no	fefe_C3
20170700_E15_6_c_000000002651_41	20170700_E15_6_c_000000002651_41	7	1	fefe_C3	no	fefe_C3
20160700_E35_7_c_000000001139_5	20160700_E35_7_c_000000001139_5	7	1	fefe_C3	no	fefe_C3
20160700_E35_7_c_000000000846_2	20160700_E35_7_c_000000000846_2	7	1	fefe_C3	no	fefe_C3
20160700_E25_16_c_000000001550_3	20160700_E25_16_c_000000001550_3	7	1	fefe_C3	no	fefe_C3
20160700_E25_15_c_000000006823_148	20160700_E25_15_c_000000006823_148	7	1	fefe_C3	no	fefe_C3
20160700_E25_13_c_000000008614_16	20160700_E25_13_c_000000008614_16	7	1	fefe_C3	no	fefe_C3
20160700_E25_11_c_000000003068_1	20160700_E25_11_c_000000003068_1	7	1	fefe_C3	no	fefe_C3
20160700_E23_20_c_000000004113_4	20160700_E23_20_c_000000004113_4	7	1	fefe_C3	no	fefe_C3
20160700_E11_1_c_000000001060_3	20160700_E11_1_c_000000001060_3	7	1	fefe_C3	no	fefe_C3
20160700_E11_1_c_000000000768_2	20160700_E11_1_c_000000000768_2	7	1	fefe_C3	no	fefe_C3
20150700_S15_12_c_000000004534_69	20150700_S15_12_c_000000004534_69	7	1	fefe_C3	no	fefe_C3
20150700_E35_7_c_000000001546_8	20150700_E35_7_c_000000001546_8	7	1	fefe_C3	no	fefe_C3
20150700_E35_7_c_000000001546_3	20150700_E35_7_c_000000001546_3	7	1	fefe_C3	no	fefe_C3
20150700_E34_1_c_000000002861_2	20150700_E34_1_c_000000002861_2	7	1	fefe_C3	no	fefe_C3
20150700_E21_1_c_000000001126_2	20150700_E21_1_c_000000001126_2	7	1	fefe_C3	no	fefe_C3
20150700_E15_4_c_000000004420_1	20150700_E15_4_c_000000004420_1	7	1	fefe_C3	no	fefe_C3
20150700_E15_20_c_000000007574_23	20150700_E15_20_c_000000007574_23	7	1	fefe_C3	no	fefe_C3
20150700_E15_18_c_000000008026_6	20150700_E15_18_c_000000008026_6	7	1	fefe_C3	no	fefe_C3
20150700_E15_18_c_000000007920_2	20150700_E15_18_c_000000007920_2	7	1	fefe_C3	no	fefe_C3
20150700_E14_5_c_000000004414_37	20150700_E14_5_c_000000004414_37	7	1	fefe_C3	no	fefe_C3
20150700_E14_4_c_000000001918_15	20150700_E14_4_c_000000001918_15	7	1	fefe_C3	no	fefe_C3
20150700_E13_3_c_000000003755_4	20150700_E13_3_c_000000003755_4	7	1	fefe_C3	no	fefe_C3
20140700_S36_11_c_000000006010_18	20140700_S36_11_c_000000006010_18	7	1	fefe_C3	no	fefe_C3
20140700_S35_5_c_000000003221_12	20140700_S35_5_c_000000003221_12	7	1	fefe_C3	no	fefe_C3
20140700_S11_6_c_000000005325_3	20140700_S11_6_c_000000005325_3	7	1	fefe_C3	no	fefe_C3
20140700_S11_11_c_000000002495_50	20140700_S11_11_c_000000002495_50	7	1	fefe_C3	no	fefe_C3
20140700_E22_1_c_000000003858_6	20140700_E22_1_c_000000003858_6	7	1	fefe_C3	no	fefe_C3
20140700_E22_1_c_000000003787_3	20140700_E22_1_c_000000003787_3	7	1	fefe_C3	no	fefe_C3
20140700_E15_7_c_000000001583_7	20140700_E15_7_c_000000001583_7	7	1	fefe_C3	no	fefe_C3
20140700_E15_6_c_000000004288_15	20140700_E15_6_c_000000004288_15	7	1	fefe_C3	no	fefe_C3
20140700_E15_6_c_000000004288_10	20140700_E15_6_c_000000004288_10	7	1	fefe_C3	no	fefe_C3
20140700_E15_5_c_000000004104_59	20140700_E15_5_c_000000004104_59	7	1	fefe_C3	no	fefe_C3
20130700_S2D_2_c_000000006655_17	20130700_S2D_2_c_000000006655_17	7	1	fefe_C3	no	fefe_C3
20130700_S1Z_5_c_000000000196_11	20130700_S1Z_5_c_000000000196_11	7	1	fefe_C3	no	fefe_C3
20130700_E3Z_7_c_000000002966_2	20130700_E3Z_7_c_000000002966_2	7	1	fefe_C3	no	fefe_C3
20130700_E2Y_3_c_000000002256_partial_60836_222644_2	20130700_E2Y_3_c_000000002256_partial_60836_222644_2	7	1	fefe_C3	no	fefe_C3
20130700_E2S_2_c_000000000270_9	20130700_E2S_2_c_000000000270_9	7	1	fefe_C3	no	fefe_C3
20130700_E2M_1_c_000000001694_1	20130700_E2M_1_c_000000001694_1	7	1	fefe_C3	no	fefe_C3
20130700_E2D_8_c_000000001500_3	20130700_E2D_8_c_000000001500_3	7	1	fefe_C3	no	fefe_C3
20130700_E1M_4_c_000000000344_3	20130700_E1M_4_c_000000000344_3	7	1	fefe_C3	no	fefe_C3
20130700_C2Y_2_c_000000001366_11	20130700_C2Y_2_c_000000001366_11	7	1	fefe_C3	no	fefe_C3
20130700_C2X_5_c_000000003671_31	20130700_C2X_5_c_000000003671_31	7	1	fefe_C3	no	fefe_C3
20130700_C2X_5_c_000000003671_26	20130700_C2X_5_c_000000003671_26	7	1	fefe_C3	no	fefe_C3
20130700_C2X_10_c_000000002143_32	20130700_C2X_10_c_000000002143_32	7	1	fefe_C3	no	fefe_C3
20130700_C2X_10_c_000000002060_17	20130700_C2X_10_c_000000002060_17	7	1	fefe_C3	no	fefe_C3
20130700_C2X_10_c_000000002054_8	20130700_C2X_10_c_000000002054_8	7	1	fefe_C3	no	fefe_C3
20130700_C2M_8_c_000000005958_5	20130700_C2M_8_c_000000005958_5	7	1	fefe_C3	no	fefe_C3
20130700_C2M_20_c_000000007510_2	20130700_C2M_20_c_000000007510_2	7	1	fefe_C3	no	fefe_C3
20130700_C2M_20_c_000000007351_23	20130700_C2M_20_c_000000007351_23	7	1	fefe_C3	no	fefe_C3
20130700_C1Y_11_c_000000000635_2	20130700_C1Y_11_c_000000000635_2	7	1	fefe_C3	no	fefe_C3
20130700_C1X_6_c_000000000995_18	20130700_C1X_6_c_000000000995_18	7	1	fefe_C3	no	fefe_C3
20130700_C1X_17_c_000000006362_3	20130700_C1X_17_c_000000006362_3	7	1	fefe_C3	no	fefe_C3
20130700_C1X_15_c_000000005789_9	20130700_C1X_15_c_000000005789_9	7	1	fefe_C3	no	fefe_C3
20130700_C1X_10_c_000000003068_17	20130700_C1X_10_c_000000003068_17	7	1	fefe_C3	no	fefe_C3
20130700_C1D_5_c_000000006515_8	20130700_C1D_5_c_000000006515_8	7	1	fefe_C3	no	fefe_C3
20130700_C1D_5_c_000000006223_9	20130700_C1D_5_c_000000006223_9	7	1	fefe_C3	no	fefe_C3
20130700_C1D_3_c_000000005500_4	20130700_C1D_3_c_000000005500_4	7	1	fefe_C3	no	fefe_C3
20130700_C1D_3_c_000000005487_3	20130700_C1D_3_c_000000005487_3	7	1	fefe_C3	no	fefe_C3
20130700_C1D_14_c_000000003236_2	20130700_C1D_14_c_000000003236_2	7	1	fefe_C3	no	fefe_C3
20130700_C1D_10_c_000000005721_3	20130700_C1D_10_c_000000005721_3	7	1	fefe_C3	no	fefe_C3
20120800_E3X_28_c_000000005794_3	20120800_E3X_28_c_000000005794_3	7	1	fefe_C3	no	fefe_C3
20120800_E3X_14_c_000000000292_19	20120800_E3X_14_c_000000000292_19	7	1	fefe_C3	no	fefe_C3
20120800_E3X_14_c_000000000292_14	20120800_E3X_14_c_000000000292_14	7	1	fefe_C3	no	fefe_C3
20120800_E3S_15_c_000000003985_31	20120800_E3S_15_c_000000003985_31	7	1	fefe_C3	no	fefe_C3
20120800_E3S_15_c_000000003985_26	20120800_E3S_15_c_000000003985_26	7	1	fefe_C3	no	fefe_C3
20120800_E3D_4_c_000000000056_24	20120800_E3D_4_c_000000000056_24	7	1	fefe_C3	no	fefe_C3
20120800_E3D_4_c_000000000056_19	20120800_E3D_4_c_000000000056_19	7	1	fefe_C3	no	fefe_C3
20120800_E2X_16_c_000000005300_5	20120800_E2X_16_c_000000005300_5	7	1	fefe_C3	no	fefe_C3
20120800_E2X_16_c_000000005219_2	20120800_E2X_16_c_000000005219_2	7	1	fefe_C3	no	fefe_C3
20120800_E2X_11_c_000000002892_6	20120800_E2X_11_c_000000002892_6	7	1	fefe_C3	no	fefe_C3
20120800_E2X_11_c_000000002892_1	20120800_E2X_11_c_000000002892_1	7	1	fefe_C3	no	fefe_C3
20120800_E2M_2_c_000000000941_4	20120800_E2M_2_c_000000000941_4	7	1	fefe_C3	no	fefe_C3
20120800_E2D_10_c_000000004729_6	20120800_E2D_10_c_000000004729_6	7	1	fefe_C3	no	fefe_C3
20120800_E2D_10_c_000000004729_11	20120800_E2D_10_c_000000004729_11	7	1	fefe_C3	no	fefe_C3
20120800_E1X_7_c_000000000536_2	20120800_E1X_7_c_000000000536_2	7	1	fefe_C3	no	fefe_C3
20120800_E1D_18_c_000000006598_5	20120800_E1D_18_c_000000006598_5	7	1	fefe_C3	no	fefe_C3
20120700_S1D_98_c_000000048949_6	20120700_S1D_98_c_000000048949_6	7	1	fefe_C3	no	fefe_C3
20120700_S1D_97_c_000000096873_21	20120700_S1D_97_c_000000096873_21	7	1	fefe_C3	no	fefe_C3
20120700_S1D_9_c_000000027210_20	20120700_S1D_9_c_000000027210_20	7	1	fefe_C3	no	fefe_C3
20120700_S1D_77_c_000000077338_6	20120700_S1D_77_c_000000077338_6	7	1	fefe_C3	no	fefe_C3
20120700_S1D_74_c_000000032606_13	20120700_S1D_74_c_000000032606_13	7	1	fefe_C3	no	fefe_C3
